# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 22 22:24:17 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_rah:         RA [hrs]
#
rowid	pl_hostname	pl_letter	pl_discmethod	pl_pnum	ra_str	ra	dec_str	dec	st_rah
1003	Kepler-206	b	Transit	3	19h26m32.32s	291.634678	+41d50m01.9s	41.833866	19.44231187
1004	Kepler-206	c	Transit	3	19h26m32.32s	291.634678	+41d50m01.9s	41.833866	19.44231187
1005	Kepler-206	d	Transit	3	19h26m32.32s	291.634678	+41d50m01.9s	41.833866	19.44231187
1006	Kepler-207	b	Transit	3	19h20m07.32s	290.030517	+42d09m57.8s	42.166050	19.33536780
1007	Kepler-207	c	Transit	3	19h20m07.32s	290.030517	+42d09m57.8s	42.166050	19.33536780
1008	Kepler-207	d	Transit	3	19h20m07.32s	290.030517	+42d09m57.8s	42.166050	19.33536780
1009	Kepler-208	b	Transit	4	19h35m33.65s	293.890206	+42d31m40.8s	42.528008	19.59268040
1010	Kepler-208	c	Transit	4	19h35m33.65s	293.890206	+42d31m40.8s	42.528008	19.59268040
1011	Kepler-208	d	Transit	4	19h35m33.65s	293.890206	+42d31m40.8s	42.528008	19.59268040
1012	Kepler-208	e	Transit	4	19h35m33.65s	293.890206	+42d31m40.8s	42.528008	19.59268040
1013	Kepler-209	b	Transit	2	19h24m40.69s	291.169537	+42d38m26.9s	42.640812	19.41130247
1014	Kepler-209	c	Transit	2	19h24m40.69s	291.169537	+42d38m26.9s	42.640812	19.41130247
1015	Kepler-21	b	Transit	1	19h09m26.84s	287.361816	+38d42m50.5s	38.714016	19.15745443
1016	Kepler-210	b	Transit	2	19h30m00.81s	292.503389	+43d04m59.3s	43.083149	19.50022593
1017	Kepler-210	c	Transit	2	19h30m00.81s	292.503389	+43d04m59.3s	43.083149	19.50022593
1018	Kepler-211	b	Transit	2	19h01m45.40s	285.439151	+43d10m06.5s	43.168484	19.02927673
1019	Kepler-211	c	Transit	2	19h01m45.40s	285.439151	+43d10m06.5s	43.168484	19.02927673
1020	Kepler-212	b	Transit	2	19h10m29.00s	287.620834	+43d08m30.0s	43.141678	19.17472227
1021	Kepler-212	c	Transit	2	19h10m29.00s	287.620834	+43d08m30.0s	43.141678	19.17472227
1022	Kepler-213	b	Transit	2	19h23m17.80s	290.824182	+44d38m49.9s	44.647186	19.38827880
1023	Kepler-213	c	Transit	2	19h23m17.80s	290.824182	+44d38m49.9s	44.647186	19.38827880
1024	Kepler-214	b	Transit	2	18h59m01.16s	284.754851	+44d57m21.7s	44.956032	18.98365673
1025	Kepler-214	c	Transit	2	18h59m01.16s	284.754851	+44d57m21.7s	44.956032	18.98365673
1026	Kepler-215	b	Transit	4	19h39m53.64s	294.973509	+45d12m49.3s	45.213688	19.66490060
1027	Kepler-215	c	Transit	4	19h39m53.64s	294.973509	+45d12m49.3s	45.213688	19.66490060
1028	Kepler-215	d	Transit	4	19h39m53.64s	294.973509	+45d12m49.3s	45.213688	19.66490060
1029	Kepler-215	e	Transit	4	19h39m53.64s	294.973509	+45d12m49.3s	45.213688	19.66490060
1030	Kepler-216	b	Transit	2	19h34m54.74s	293.728072	+46d07m45.0s	46.129154	19.58187147
1031	Kepler-216	c	Transit	2	19h34m54.74s	293.728072	+46d07m45.0s	46.129154	19.58187147
1032	Kepler-217	b	Transit	2	19h32m09.06s	293.037744	+46d16m39.0s	46.277508	19.53584960
1033	Kepler-217	c	Transit	2	19h32m09.06s	293.037744	+46d16m39.0s	46.277508	19.53584960
1034	Kepler-218	b	Transit	2	19h41m39.07s	295.412811	+46d15m59.3s	46.266472	19.69418740
1035	Kepler-218	c	Transit	2	19h41m39.07s	295.412811	+46d15m59.3s	46.266472	19.69418740
1036	Kepler-219	b	Transit	3	19h14m57.36s	288.738980	+46d45m45.2s	46.762558	19.24926533
1037	Kepler-219	c	Transit	3	19h14m57.36s	288.738980	+46d45m45.2s	46.762558	19.24926533
1038	Kepler-219	d	Transit	3	19h14m57.36s	288.738980	+46d45m45.2s	46.762558	19.24926533
1039	Kepler-22	b	Transit	1	19h16m52.20s	289.217484	+47d53m04.1s	47.884464	19.28116560
1040	Kepler-220	b	Transit	4	19h26m01.50s	291.506237	+46d53m44.8s	46.895779	19.43374913
1041	Kepler-220	c	Transit	4	19h26m01.50s	291.506237	+46d53m44.8s	46.895779	19.43374913
1042	Kepler-220	d	Transit	4	19h26m01.50s	291.506237	+46d53m44.8s	46.895779	19.43374913
1043	Kepler-220	e	Transit	4	19h26m01.50s	291.506237	+46d53m44.8s	46.895779	19.43374913
1044	Kepler-221	b	Transit	4	19h46m37.14s	296.654765	+46d50m07.0s	46.835270	19.77698433
1045	Kepler-221	c	Transit	4	19h46m37.14s	296.654765	+46d50m07.0s	46.835270	19.77698433
1046	Kepler-221	d	Transit	4	19h46m37.14s	296.654765	+46d50m07.0s	46.835270	19.77698433
1047	Kepler-221	e	Transit	4	19h46m37.14s	296.654765	+46d50m07.0s	46.835270	19.77698433
1048	Kepler-222	b	Transit	3	19h11m37.46s	287.906100	+46d56m16.0s	46.937767	19.19374000
1049	Kepler-222	c	Transit	3	19h11m37.46s	287.906100	+46d56m16.0s	46.937767	19.19374000
1050	Kepler-222	d	Transit	3	19h11m37.46s	287.906100	+46d56m16.0s	46.937767	19.19374000
1051	Kepler-223	b	Transit	4	19h53m16.41s	298.318356	+47d16m46.2s	47.279495	19.88789040
1052	Kepler-223	c	Transit	4	19h53m16.41s	298.318356	+47d16m46.2s	47.279495	19.88789040
1053	Kepler-223	d	Transit	4	19h53m16.41s	298.318356	+47d16m46.2s	47.279495	19.88789040
1054	Kepler-223	e	Transit	4	19h53m16.41s	298.318356	+47d16m46.2s	47.279495	19.88789040
1055	Kepler-224	b	Transit	4	19h23m44.23s	290.934287	+47d21m27.4s	47.357601	19.39561913
1056	Kepler-224	c	Transit	4	19h23m44.23s	290.934287	+47d21m27.4s	47.357601	19.39561913
1057	Kepler-224	d	Transit	4	19h23m44.23s	290.934287	+47d21m27.4s	47.357601	19.39561913
1058	Kepler-224	e	Transit	4	19h23m44.23s	290.934287	+47d21m27.4s	47.357601	19.39561913
1059	Kepler-225	b	Transit	2	19h28m46.56s	292.193984	+47d27m25.5s	47.457096	19.47959893
1060	Kepler-225	c	Transit	2	19h28m46.56s	292.193984	+47d27m25.5s	47.457096	19.47959893
1061	Kepler-226	b	Transit	3	19h29m30.27s	292.376129	+47d52m51.6s	47.880989	19.49174193
1062	Kepler-226	c	Transit	3	19h29m30.27s	292.376129	+47d52m51.6s	47.880989	19.49174193
1063	Kepler-226	d	Transit	3	19h29m30.27s	292.376129	+47d52m51.6s	47.880989	19.49174193
1064	Kepler-227	b	Transit	2	19h27m44.22s	291.934236	+48d08m29.9s	48.141651	19.46228240
1065	Kepler-227	c	Transit	2	19h27m44.22s	291.934236	+48d08m29.9s	48.141651	19.46228240
1066	Kepler-228	b	Transit	3	19h45m08.67s	296.286142	+48d13m28.8s	48.224667	19.75240948
1067	Kepler-228	c	Transit	3	19h45m08.67s	296.286142	+48d13m28.8s	48.224667	19.75240948
1068	Kepler-228	d	Transit	3	19h45m08.67s	296.286142	+48d13m28.8s	48.224667	19.75240948
1069	Kepler-229	b	Transit	3	19h07m59.87s	286.999471	+48d22m32.9s	48.375797	19.13329807
1070	Kepler-229	c	Transit	3	19h07m59.87s	286.999471	+48d22m32.9s	48.375797	19.13329807
1071	Kepler-229	d	Transit	3	19h07m59.87s	286.999471	+48d22m32.9s	48.375797	19.13329807
1072	Kepler-23	b	Transit	3	19h36m52.54s	294.218924	+49d28m45.2s	49.479225	19.61459493
1073	Kepler-23	c	Transit	3	19h36m52.54s	294.218924	+49d28m45.2s	49.479225	19.61459493
1074	Kepler-23	d	Transit	3	19h36m52.54s	294.218924	+49d28m45.2s	49.479225	19.61459493
1075	Kepler-230	b	Transit	2	19h02m52.45s	285.718538	+48d30m21.1s	48.505859	19.04790253
1076	Kepler-230	c	Transit	2	19h02m52.45s	285.718538	+48d30m21.1s	48.505859	19.04790253
1077	Kepler-231	b	Transit	2	19h35m53.60s	293.973353	+50d31m54.9s	50.531914	19.59822353
1078	Kepler-231	c	Transit	2	19h35m53.60s	293.973353	+50d31m54.9s	50.531914	19.59822353
1079	Kepler-232	b	Transit	2	19h43m15.88s	295.816158	+51d07m18.3s	51.121742	19.72107720
1080	Kepler-232	c	Transit	2	19h43m15.88s	295.816158	+51d07m18.3s	51.121742	19.72107720
1081	Kepler-233	b	Transit	2	19h45m27.97s	296.366522	+51d19m10.3s	51.319523	19.75776813
1082	Kepler-233	c	Transit	2	19h45m27.97s	296.366522	+51d19m10.3s	51.319523	19.75776813
1083	Kepler-234	b	Transit	2	19h26m36.84s	291.653519	+38d29m40.8s	38.494659	19.44356790
1084	Kepler-234	c	Transit	2	19h26m36.84s	291.653519	+38d29m40.8s	38.494659	19.44356790
1085	Kepler-235	b	Transit	4	19h04m18.98s	286.079103	+39d16m41.9s	39.278313	19.07194022
1086	Kepler-235	c	Transit	4	19h04m18.98s	286.079103	+39d16m41.9s	39.278313	19.07194022
1087	Kepler-235	d	Transit	4	19h04m18.98s	286.079103	+39d16m41.9s	39.278313	19.07194022
1088	Kepler-235	e	Transit	4	19h04m18.98s	286.079103	+39d16m41.9s	39.278313	19.07194022
1089	Kepler-236	b	Transit	2	18h55m27.93s	283.866378	+39d53m53.1s	39.898092	18.92442519
1090	Kepler-236	c	Transit	2	18h55m27.93s	283.866378	+39d53m53.1s	39.898092	18.92442519
1091	Kepler-237	b	Transit	2	18h52m53.13s	283.221387	+40d25m18.6s	40.421834	18.88142579
1092	Kepler-237	c	Transit	2	18h52m53.13s	283.221387	+40d25m18.6s	40.421834	18.88142579
1093	Kepler-238	b	Transit	5	19h11m35.31s	287.897113	+40d38m16.1s	40.637815	19.19314089
1094	Kepler-238	c	Transit	5	19h11m35.31s	287.897113	+40d38m16.1s	40.637815	19.19314089
1095	Kepler-238	d	Transit	5	19h11m35.31s	287.897113	+40d38m16.1s	40.637815	19.19314089
1096	Kepler-238	e	Transit	5	19h11m35.31s	287.897113	+40d38m16.1s	40.637815	19.19314089
1097	Kepler-238	f	Transit	5	19h11m35.31s	287.897113	+40d38m16.1s	40.637815	19.19314089
1098	Kepler-239	b	Transit	2	19h36m48.51s	294.202137	+40d39m48.3s	40.663406	19.61347582
1099	Kepler-239	c	Transit	2	19h36m48.51s	294.202137	+40d39m48.3s	40.663406	19.61347582
1100	Kepler-24	b	Transit	4	19h21m39.18s	290.413267	+38d20m37.5s	38.343754	19.36088447
1101	Kepler-24	c	Transit	4	19h21m39.18s	290.413267	+38d20m37.5s	38.343754	19.36088447
1102	Kepler-24	d	Transit	4	19h21m39.18s	290.413267	+38d20m37.5s	38.343754	19.36088447
1103	Kepler-24	e	Transit	4	19h21m39.18s	290.413267	+38d20m37.5s	38.343754	19.36088447
1104	Kepler-240	b	Transit	2	19h24m38.11s	291.158774	+40d45m00.9s	40.750263	19.41058493
1105	Kepler-240	c	Transit	2	19h24m38.11s	291.158774	+40d45m00.9s	40.750263	19.41058493
1106	Kepler-241	b	Transit	2	19h31m39.15s	292.913118	+41d03m39.3s	41.060921	19.52754120
1107	Kepler-241	c	Transit	2	19h31m39.15s	292.913118	+41d03m39.3s	41.060921	19.52754120
1108	Kepler-242	b	Transit	2	19h06m15.77s	286.565695	+41d48m30.3s	41.808403	19.10437967
1109	Kepler-242	c	Transit	2	19h06m15.77s	286.565695	+41d48m30.3s	41.808403	19.10437967
1110	Kepler-243	b	Transit	2	19h00m26.51s	285.110470	+42d02m02.2s	42.033958	19.00736467
1111	Kepler-243	c	Transit	2	19h00m26.51s	285.110470	+42d02m02.2s	42.033958	19.00736467
1112	Kepler-244	b	Transit	3	19h08m58.24s	287.242680	+42d18m04.9s	42.301369	19.14951200
1113	Kepler-244	c	Transit	3	19h08m58.24s	287.242680	+42d18m04.9s	42.301369	19.14951200
1114	Kepler-244	d	Transit	3	19h08m58.24s	287.242680	+42d18m04.9s	42.301369	19.14951200
1115	Kepler-245	b	Transit	3	19h26m33.35s	291.638965	+42d26m10.7s	42.436317	19.44259767
1116	Kepler-245	c	Transit	3	19h26m33.35s	291.638965	+42d26m10.7s	42.436317	19.44259767
1117	Kepler-245	d	Transit	3	19h26m33.35s	291.638965	+42d26m10.7s	42.436317	19.44259767
1118	Kepler-246	b	Transit	2	19h45m56.02s	296.483427	+42d39m48.3s	42.663429	19.76556180
1119	Kepler-246	c	Transit	2	19h45m56.02s	296.483427	+42d39m48.3s	42.663429	19.76556180
1120	Kepler-247	b	Transit	3	19h14m34.21s	288.642531	+43d02m21.4s	43.039291	19.24283540
1121	Kepler-247	c	Transit	3	19h14m34.21s	288.642531	+43d02m21.4s	43.039291	19.24283540
1122	Kepler-247	d	Transit	3	19h14m34.21s	288.642531	+43d02m21.4s	43.039291	19.24283540
1123	Kepler-248	b	Transit	2	19h32m14.73s	293.061384	+43d34m52.9s	43.581356	19.53742560
1124	Kepler-248	c	Transit	2	19h32m14.73s	293.061384	+43d34m52.9s	43.581356	19.53742560
1125	Kepler-249	b	Transit	3	19h47m56.42s	296.985068	+43d39m30.7s	43.658524	19.79900453
1126	Kepler-249	c	Transit	3	19h47m56.42s	296.985068	+43d39m30.7s	43.658524	19.79900453
1127	Kepler-249	d	Transit	3	19h47m56.42s	296.985068	+43d39m30.7s	43.658524	19.79900453
1128	Kepler-25	b	Transit	3	19h06m33.21s	286.638393	+39d29m16.4s	39.487894	19.10922620
1129	Kepler-25	c	Transit	3	19h06m33.21s	286.638393	+39d29m16.4s	39.487894	19.10922620
1130	Kepler-25	d	Radial Velocity	3	19h06m33.21s	286.638393	+39d29m16.4s	39.487894	19.10922620
1131	Kepler-250	b	Transit	3	19h18m22.74s	289.594765	+44d08m31.0s	44.141953	19.30631767
1132	Kepler-250	c	Transit	3	19h18m22.74s	289.594765	+44d08m31.0s	44.141953	19.30631767
1133	Kepler-250	d	Transit	3	19h18m22.74s	289.594765	+44d08m31.0s	44.141953	19.30631767
1134	Kepler-251	b	Transit	4	19h46m15.90s	296.566237	+44d06m21.1s	44.105865	19.77108247
1135	Kepler-251	c	Transit	4	19h46m15.90s	296.566237	+44d06m21.1s	44.105865	19.77108247
1136	Kepler-251	d	Transit	4	19h46m15.90s	296.566237	+44d06m21.1s	44.105865	19.77108247
1137	Kepler-251	e	Transit	4	19h46m15.90s	296.566237	+44d06m21.1s	44.105865	19.77108247
1138	Kepler-252	b	Transit	2	19h42m19.04s	295.579345	+44d32m45.5s	44.545963	19.70528967
1139	Kepler-252	c	Transit	2	19h42m19.04s	295.579345	+44d32m45.5s	44.545963	19.70528967
1140	Kepler-253	b	Transit	3	19h27m22.08s	291.841992	+44d51m29.1s	44.858089	19.45613280
1141	Kepler-253	c	Transit	3	19h27m22.08s	291.841992	+44d51m29.1s	44.858089	19.45613280
1142	Kepler-253	d	Transit	3	19h27m22.08s	291.841992	+44d51m29.1s	44.858089	19.45613280
1143	Kepler-254	b	Transit	3	19h12m39.53s	288.164701	+45d48m59.4s	45.816504	19.21098005
1144	Kepler-254	c	Transit	3	19h12m39.53s	288.164701	+45d48m59.4s	45.816504	19.21098005
1145	Kepler-254	d	Transit	3	19h12m39.53s	288.164701	+45d48m59.4s	45.816504	19.21098005
1146	Kepler-255	b	Transit	2	19h44m15.42s	296.064233	+45d58m36.6s	45.976841	19.73761553
1147	Kepler-255	c	Transit	2	19h44m15.42s	296.064233	+45d58m36.6s	45.976841	19.73761553
1148	Kepler-256	b	Transit	4	19h30m19.31s	292.580445	+46d05m50.6s	46.097389	19.50536300
1149	Kepler-256	c	Transit	4	19h30m19.31s	292.580445	+46d05m50.6s	46.097389	19.50536300
1150	Kepler-256	d	Transit	4	19h30m19.31s	292.580445	+46d05m50.6s	46.097389	19.50536300
1151	Kepler-256	e	Transit	4	19h30m19.31s	292.580445	+46d05m50.6s	46.097389	19.50536300
1152	Kepler-257	b	Transit	3	19h49m15.84s	297.315994	+46d01m23.8s	46.023269	19.82106626
1153	Kepler-257	c	Transit	3	19h49m15.84s	297.315994	+46d01m23.8s	46.023269	19.82106626
1154	Kepler-257	d	Transit	3	19h49m15.84s	297.315994	+46d01m23.8s	46.023269	19.82106626
1155	Kepler-258	b	Transit	2	19h36m16.44s	294.068490	+46d34m45.6s	46.579330	19.60456600
1156	Kepler-258	c	Transit	2	19h36m16.44s	294.068490	+46d34m45.6s	46.579330	19.60456600
1157	Kepler-259	b	Transit	2	19h12m50.86s	288.211929	+46d36m54.0s	46.615005	19.21412860
1158	Kepler-259	c	Transit	2	19h12m50.86s	288.211929	+46d36m54.0s	46.615005	19.21412860
1159	Kepler-26	b	Transit	4	18h59m45.84s	284.940997	+46d33m59.5s	46.566540	18.99606647
1160	Kepler-26	c	Transit	4	18h59m45.84s	284.940997	+46d33m59.5s	46.566540	18.99606647
1161	Kepler-26	d	Transit	4	18h59m45.84s	284.940997	+46d33m59.5s	46.566540	18.99606647
1162	Kepler-26	e	Transit	4	18h59m45.84s	284.940997	+46d33m59.5s	46.566540	18.99606647
1163	Kepler-260	b	Transit	2	19h27m42.23s	291.925972	+38d00m50.8s	38.014122	19.46173150
1164	Kepler-260	c	Transit	2	19h27m42.23s	291.925972	+38d00m50.8s	38.014122	19.46173150
1165	Kepler-261	b	Transit	2	19h25m27.55s	291.364773	+37d36m33.1s	37.609184	19.42431820
1166	Kepler-261	c	Transit	2	19h25m27.55s	291.364773	+37d36m33.1s	37.609184	19.42431820
1167	Kepler-262	b	Transit	2	19h22m54.88s	290.728675	+37d15m09.5s	37.252649	19.38191169
1168	Kepler-262	c	Transit	2	19h22m54.88s	290.728675	+37d15m09.5s	37.252649	19.38191169
1169	Kepler-263	b	Transit	2	19h29m52.74s	292.469762	+37d34m04.1s	37.567794	19.49798416
1170	Kepler-263	c	Transit	2	19h29m52.74s	292.469762	+37d34m04.1s	37.567794	19.49798416
1171	Kepler-264	b	Transit	2	19h28m10.71s	292.044615	+37d22m34.5s	37.376246	19.46964099
1172	Kepler-264	c	Transit	2	19h28m10.71s	292.044615	+37d22m34.5s	37.376246	19.46964099
1173	Kepler-265	b	Transit	4	19h22m02.51s	290.510478	+41d14m41.4s	41.244820	19.36736520
1174	Kepler-265	c	Transit	4	19h22m02.51s	290.510478	+41d14m41.4s	41.244820	19.36736520
1175	Kepler-265	d	Transit	4	19h22m02.51s	290.510478	+41d14m41.4s	41.244820	19.36736520
1176	Kepler-265	e	Transit	4	19h22m02.51s	290.510478	+41d14m41.4s	41.244820	19.36736520
1177	Kepler-266	b	Transit	2	19h37m56.25s	294.484378	+44d10m00.9s	44.166916	19.63229187
1178	Kepler-266	c	Transit	2	19h37m56.25s	294.484378	+44d10m00.9s	44.166916	19.63229187
1179	Kepler-267	b	Transit	3	19h59m19.29s	299.830387	+47d09m26.9s	47.157461	19.98869249
1180	Kepler-267	c	Transit	3	19h59m19.29s	299.830387	+47d09m26.9s	47.157461	19.98869249
1181	Kepler-267	d	Transit	3	19h59m19.29s	299.830387	+47d09m26.9s	47.157461	19.98869249
1182	Kepler-268	b	Transit	2	19h27m54.28s	291.976175	+38d03m18.3s	38.055075	19.46507835
1183	Kepler-268	c	Transit	2	19h27m54.28s	291.976175	+38d03m18.3s	38.055075	19.46507835
1184	Kepler-269	b	Transit	2	19h20m51.64s	290.215171	+41d46m33.5s	41.775967	19.34767807
1185	Kepler-269	c	Transit	2	19h20m51.64s	290.215171	+41d46m33.5s	41.775967	19.34767807
1186	Kepler-27	b	Transit	2	19h28m56.82s	292.236769	+41d05m09.2s	41.085876	19.48245127
1187	Kepler-27	c	Transit	2	19h28m56.82s	292.236769	+41d05m09.2s	41.085876	19.48245127
1188	Kepler-270	b	Transit	2	18h48m48.02s	282.200100	+44d25m20.3s	44.422302	18.81334000
1189	Kepler-270	c	Transit	2	18h48m48.02s	282.200100	+44d25m20.3s	44.422302	18.81334000
1190	Kepler-271	b	Transit	2	18h52m00.72s	283.002980	+44d17m03.2s	44.284233	18.86686533
1191	Kepler-271	c	Transit	2	18h52m00.72s	283.002980	+44d17m03.2s	44.284233	18.86686533
1192	Kepler-272	b	Transit	3	19h56m30.61s	299.127524	+47d35m37.8s	47.593830	19.94183493
1193	Kepler-272	c	Transit	3	19h56m30.61s	299.127524	+47d35m37.8s	47.593830	19.94183493
1194	Kepler-272	d	Transit	3	19h56m30.61s	299.127524	+47d35m37.8s	47.593830	19.94183493
1195	Kepler-273	b	Transit	2	19h25m12.53s	291.302209	+47d41m51.9s	47.697758	19.42014727
1196	Kepler-273	c	Transit	2	19h25m12.53s	291.302209	+47d41m51.9s	47.697758	19.42014727
1197	Kepler-274	b	Transit	2	19h31m41.47s	292.922774	+38d28m38.2s	38.477274	19.52818491
1198	Kepler-274	c	Transit	2	19h31m41.47s	292.922774	+38d28m38.2s	38.477274	19.52818491
1199	Kepler-275	b	Transit	3	19h29m55.13s	292.479713	+38d30m53.7s	38.514927	19.49864755
1200	Kepler-275	c	Transit	3	19h29m55.13s	292.479713	+38d30m53.7s	38.514927	19.49864755
1201	Kepler-275	d	Transit	3	19h29m55.13s	292.479713	+38d30m53.7s	38.514927	19.49864755
1202	Kepler-276	b	Transit	3	19h34m16.36s	293.568150	+39d02m10.8s	39.036326	19.57121003
1203	Kepler-276	c	Transit	3	19h34m16.36s	293.568150	+39d02m10.8s	39.036326	19.57121003
1204	Kepler-276	d	Transit	3	19h34m16.36s	293.568150	+39d02m10.8s	39.036326	19.57121003
1205	Kepler-277	b	Transit	2	19h06m19.96s	286.583175	+39d04m38.0s	39.077209	19.10554500
1206	Kepler-277	c	Transit	2	19h06m19.96s	286.583175	+39d04m38.0s	39.077209	19.10554500
1207	Kepler-278	b	Transit	2	19h20m25.73s	290.107193	+38d42m08.0s	38.702235	19.34047951
1208	Kepler-278	c	Transit	2	19h20m25.73s	290.107193	+38d42m08.0s	38.702235	19.34047951
1209	Kepler-279	b	Transit	3	19h09m33.89s	287.391224	+42d11m41.4s	42.194836	19.15941493
1210	Kepler-279	c	Transit	3	19h09m33.89s	287.391224	+42d11m41.4s	42.194836	19.15941493
1211	Kepler-279	d	Transit	3	19h09m33.89s	287.391224	+42d11m41.4s	42.194836	19.15941493
1212	Kepler-28	b	Transit	2	19h28m32.89s	292.137029	+42d25m45.9s	42.429420	19.47580193
1213	Kepler-28	c	Transit	2	19h28m32.89s	292.137029	+42d25m45.9s	42.429420	19.47580193
1214	Kepler-280	b	Transit	2	19h25m33.72s	291.390510	+42d10m50.1s	42.180588	19.42603400
1215	Kepler-280	c	Transit	2	19h25m33.72s	291.390510	+42d10m50.1s	42.180588	19.42603400
1216	Kepler-281	b	Transit	2	19h36m25.97s	294.108191	+44d46m14.5s	44.770699	19.60721273
1217	Kepler-281	c	Transit	2	19h36m25.97s	294.108191	+44d46m14.5s	44.770699	19.60721273
1218	Kepler-282	b	Transit	4	18h58m42.55s	284.677277	+44d47m51.7s	44.797684	18.97848513
1219	Kepler-282	c	Transit	4	18h58m42.55s	284.677277	+44d47m51.7s	44.797684	18.97848513
1220	Kepler-282	d	Transit	4	18h58m42.55s	284.677277	+44d47m51.7s	44.797684	18.97848513
1221	Kepler-282	e	Transit	4	18h58m42.55s	284.677277	+44d47m51.7s	44.797684	18.97848513
1222	Kepler-283	b	Transit	2	19h34m27.29s	293.613726	+47d50m20.4s	47.838998	19.57424837
1223	Kepler-283	c	Transit	2	19h34m27.29s	293.613726	+47d50m20.4s	47.838998	19.57424837
1224	Kepler-284	b	Transit	2	19h32m35.16s	293.146491	+47d43m46.7s	47.729649	19.54309940
1225	Kepler-284	c	Transit	2	19h32m35.16s	293.146491	+47d43m46.7s	47.729649	19.54309940
1226	Kepler-285	b	Transit	2	19h25m33.82s	291.390905	+48d03m56.2s	48.065609	19.42606033
1227	Kepler-285	c	Transit	2	19h25m33.82s	291.390905	+48d03m56.2s	48.065609	19.42606033
1228	Kepler-286	b	Transit	4	19h22m42.27s	290.676145	+48d17m39.4s	48.294289	19.37840967
1229	Kepler-286	c	Transit	4	19h22m42.27s	290.676145	+48d17m39.4s	48.294289	19.37840967
1230	Kepler-286	d	Transit	4	19h22m42.27s	290.676145	+48d17m39.4s	48.294289	19.37840967
1231	Kepler-286	e	Transit	4	19h22m42.27s	290.676145	+48d17m39.4s	48.294289	19.37840967
1232	Kepler-287	b	Transit	2	19h23m42.59s	290.927458	+48d26m36.8s	48.443550	19.39516387
1233	Kepler-287	c	Transit	2	19h23m42.59s	290.927458	+48d26m36.8s	48.443550	19.39516387
1234	Kepler-288	b	Transit	3	19h15m39.94s	288.916426	+39d35m41.0s	39.594717	19.26109504
1235	Kepler-288	c	Transit	3	19h15m39.94s	288.916426	+39d35m41.0s	39.594717	19.26109504
1236	Kepler-288	d	Transit	3	19h15m39.94s	288.916426	+39d35m41.0s	39.594717	19.26109504
1237	Kepler-289	b	Transit	3	19h49m51.68s	297.465344	+42d52m58.3s	42.882850	19.83102294
1238	Kepler-289	c	Transit	3	19h49m51.68s	297.465344	+42d52m58.3s	42.882850	19.83102294
1239	Kepler-289	d	Transit	3	19h49m51.68s	297.465344	+42d52m58.3s	42.882850	19.83102294
1240	Kepler-29	b	Transit	2	19h53m23.60s	298.348324	+47d29m28.4s	47.491226	19.88988827
1241	Kepler-29	c	Transit	2	19h53m23.60s	298.348324	+47d29m28.4s	47.491226	19.88988827
1242	Kepler-290	b	Transit	2	19h05m38.40s	286.409984	+42d40m53.6s	42.681553	19.09399893
1243	Kepler-290	c	Transit	2	19h05m38.40s	286.409984	+42d40m53.6s	42.681553	19.09399893
1244	Kepler-291	b	Transit	2	19h11m39.93s	287.916357	+42d26m14.3s	42.437302	19.19442380
1245	Kepler-291	c	Transit	2	19h11m39.93s	287.916357	+42d26m14.3s	42.437302	19.19442380
1246	Kepler-292	b	Transit	5	19h43m03.87s	295.766145	+42d25m27.4s	42.424288	19.71774298
1247	Kepler-292	c	Transit	5	19h43m03.87s	295.766145	+42d25m27.4s	42.424288	19.71774298
1248	Kepler-292	d	Transit	5	19h43m03.87s	295.766145	+42d25m27.4s	42.424288	19.71774298
1249	Kepler-292	e	Transit	5	19h43m03.87s	295.766145	+42d25m27.4s	42.424288	19.71774298
1250	Kepler-292	f	Transit	5	19h43m03.87s	295.766145	+42d25m27.4s	42.424288	19.71774298
1251	Kepler-293	b	Transit	2	19h05m25.93s	286.358057	+42d24m23.4s	42.406509	19.09053713
1252	Kepler-293	c	Transit	2	19h05m25.93s	286.358057	+42d24m23.4s	42.406509	19.09053713
1253	Kepler-294	b	Transit	2	19h09m34.08s	287.392009	+46d03m33.5s	46.059312	19.15946730
1254	Kepler-294	c	Transit	2	19h09m34.08s	287.392009	+46d03m33.5s	46.059312	19.15946730
1255	Kepler-295	b	Transit	3	19h01m23.00s	285.345843	+45d22m04.0s	45.367786	19.02305620
1256	Kepler-295	c	Transit	3	19h01m23.00s	285.345843	+45d22m04.0s	45.367786	19.02305620
1257	Kepler-295	d	Transit	3	19h01m23.00s	285.345843	+45d22m04.0s	45.367786	19.02305620
1258	Kepler-296	b	Transit	5	19h06m09.60s	286.540008	+49d26m14.4s	49.437326	19.10266718
1259	Kepler-296	c	Transit	5	19h06m09.60s	286.540008	+49d26m14.4s	49.437326	19.10266718
1260	Kepler-296	d	Transit	5	19h06m09.60s	286.540008	+49d26m14.4s	49.437326	19.10266718
